path,p_1_angles,p_2_angles,p_3_angles,p_4_angles,p_5_angles,p_6_angles,p_7_angles,p_8_angles,p_1,p_1_nfev
graphs/main/nodes_9/depth_3/777.gml,[-0.24578778  0.32857795],[ 0.47591079  0.50980317  0.5624315  -0.65504116],[-1.26963297 -0.53783556 -0.77118798 -0.21431369 -0.81596209  1.0517913 ],[ 0.51938299 -0.28607253  1.07934221 -1.49287291  0.27410346 -1.24145007 -0.31197751 -1.30165354],[ 0.99102414 -1.16822684 -0.97738936 -0.40954622  1.10274331  0.29915438  0.77656322 -0.91014903  0.55646035 -0.1453424 ],[-0.63337037  1.56787921  1.17838074 -0.64357155  0.68557622 -1.34678783 -0.54280889  0.67144817 -0.16596651 -0.32682747  1.30637045 -0.84789916],[ 1.26850871  1.50058054 -1.23905925  1.38202356  0.18120541  1.53896092  0.54039504  1.16468981  1.00674615  0.48658717 -0.72161311  0.80397075  1.10351964 -1.18032281],[-0.9649028   0.32609951 -0.22496267  0.50859525 -0.34773228  0.31261826 -0.20228102 -1.52690479 -0.14535283 -1.15535687 -0.144495   -0.49762567  1.52825683  1.51901297  0.63374265  1.08821572],0.8125116988278702,41
graphs/main/nodes_9/depth_3/778.gml,[ 0.28779996 -0.35847258],[ 1.2105244  -0.37064291 -0.68835465  0.96440809],[ 0.70818872 -0.60196464 -0.42085427  1.02693183 -0.64280145  0.93938984],[-0.09820641 -1.52132259  1.15324561 -1.09059183 -0.57404682 -0.65832554  1.12385877  1.28100993],[-0.93399198  0.57487058  0.86559105  0.0577935   1.43924898 -1.04722846  0.29226261 -0.91555365 -0.38940587 -1.35316521],[-0.56183523 -0.51495696  1.57037798  1.30984866 -0.8181767   0.48602861 -0.31978714 -1.23415569 -1.40613491  1.51948731  0.41627037 -0.98317878],[-1.15424198 -1.25506295  0.9143208   0.79325411  0.68091317 -1.09673035  1.13891857 -0.4677218  -0.02212159 -0.88621188  0.16322236  0.75388153  1.26070534 -0.20333222],[-1.12280171 -0.73062047  0.2298679  -0.12757713  0.65705919  0.16478122 -1.54115656  1.01593191  1.15548279  0.60284941 -1.22880665 -1.08915104 -0.93942323 -0.46643446 -0.46400405 -1.06719578],0.7534945056588397,19
graphs/main/nodes_9/depth_3/779.gml,[-1.2594474   0.33452902],[1.10345151 0.95916905 0.95987275 1.17426778],[-0.90862082 -1.40318307 -1.37122189 -1.29162991 -0.43223092  1.15302702],[ 1.21560151 -0.24994841 -0.5577979   1.16571661 -0.96965758  0.52455503  0.02786988  0.30484869],[-0.4505861   1.54009539  1.25444191  1.48230429 -0.37665965  0.51491148 -0.92080423  0.66885669 -0.45918242 -1.03896365],[-0.61255572  0.74597714  1.36586515 -0.32386232 -1.32182701  1.22713641 -0.78961841  0.30263928 -0.80160105 -0.46576286 -0.60984874  0.72966935],[-0.02213342  0.11568279 -0.05873594 -0.84424572  0.92394731 -1.17233718  1.16891961  0.8815411   0.50085146 -1.03283392  0.27858896  0.01540199 -0.57999659  0.4613319 ],[ 1.33197203  1.38592777 -0.38144167  0.25010038  1.40530072  0.27422116  0.86770748  1.43985469 -0.60695902  0.78705669  0.6600453   0.05626949  0.8350213   0.27865897  0.17933524  0.92806889],0.7872105391013277,32
graphs/main/nodes_9/depth_3/780.gml,[-1.28340041 -0.22797865],[ 0.56063697  0.61180364 -0.51054804  0.78690698],[ 0.57821718  0.01748265  0.11404242 -1.06899197  1.20773062  0.04000573],[-1.27933804 -1.44101016 -1.51987492 -0.86000563 -0.3327445   0.08608627 -1.22275942  1.30733738],[ 1.06556579  0.58304443 -1.11200931  1.42827585 -1.45160842 -1.04286984  0.78144392 -0.64062545  0.81691554 -1.49620679],[-1.36954852  1.07789217 -1.02489404 -0.48544536 -0.1289376  -1.04198502  0.29360668 -1.52099522 -0.18337443 -1.51736015  0.09878909 -1.02543686],[-0.38031314  0.40529344 -0.3374678  -1.28386629 -0.77330045 -1.23314765 -1.46742321  0.76989145 -0.68645198 -0.56336763  0.21884336 -1.31339038  0.18890283  1.02304636],[ 1.05840772  1.00377857 -1.12305218 -0.65474806 -1.36003556 -0.21153089  0.85384594  0.94433862 -0.9577845  -0.35242086  0.60724703 -0.86184174 -1.41520281  0.42754152  1.19575852  1.50434129],0.7576455612991094,27
graphs/main/nodes_9/depth_3/781.gml,[-1.39847197  1.02075483],[ 0.86519366  0.33820046  0.64547513 -0.82836939],[ 0.2615652  -1.54876951 -0.69545053 -0.84167122 -1.08165807  0.5050065 ],[-0.02607819  0.66790323 -1.50301424 -0.64271083 -1.53639649  1.05950596 -1.25763116 -1.45563902],[-0.55670791 -0.49074301 -1.32680479 -1.37080524  0.83464455  0.70125018  1.3659235  -0.49887567 -0.63116628  0.99069056],[-0.5070511   1.04187299 -0.20997705  0.19653592  1.00396084  1.30089139 -0.76869909 -0.24392436  0.32016543  0.09303182 -0.05731133  0.81456993],[ 0.93158689 -1.38605944 -0.84772847 -0.80016124 -0.87907586  1.26377085 -1.12651099 -0.58105255 -1.41400283 -0.20533236  1.46110759 -0.96109436 -1.22988362 -1.02424714],[ 0.05020289 -0.66251795  0.51089127  1.17756146  0.83655507  0.27970946 -0.63664555 -0.94913215 -1.50880926  1.04021738  1.00597467  0.78718954  0.25426343 -0.8995349   0.11427933 -1.10910487],0.7717067185794663,30
graphs/main/nodes_9/depth_3/782.gml,[ 1.36218193 -0.44666604],[ 0.83016538 -1.37791868 -1.43879002  0.01935078],[-1.47927    -0.14679628 -1.42461846  0.67272171  0.52581606 -0.62463898],[ 0.56599023 -0.91684836  0.97601763 -1.16712824  1.25115962 -1.0756412  -0.4756848  -0.2962892 ],[-1.2154524  -0.25558553  0.77936129 -0.45738679  0.60254585 -0.30826275 -0.77615118 -1.04864091 -0.53747122  0.60114926],[-0.62222079  0.14009303  0.93982906 -1.37396305  0.84826948  0.01024756  1.27908305  1.52466542 -0.09092974 -0.5203498   1.47860575  1.35578002],[ 0.10825184 -1.48515157 -0.28320699 -0.64127603 -0.17600067  0.70703895  1.18313921  1.04026729  1.41253446 -0.98669947  0.33182517  0.5923082  -1.12138875  1.55444943],[-0.9658811   0.9007702  -0.72190999 -0.47639069  0.74360225 -0.10819345  0.90038158 -0.94252845  1.26086823  0.2491199   0.84561927 -0.29184373 -1.01440723  0.77354693 -1.29559991  0.71454506],0.7310508069461232,20
graphs/main/nodes_9/depth_3/783.gml,[-0.23936112 -1.27914222],[ 0.16815816  1.18516732 -0.45819447 -0.88920794],[ 0.30791639  0.19523871 -0.0627955  -0.99528547  0.45174476 -1.2602365 ],[ 0.24501005 -1.17404889 -0.54871663 -1.32919562 -0.16621613 -0.00221651  0.03244154 -0.02822215],[-0.67464404 -0.98731449 -0.78585392 -0.45984662  0.41055627 -0.11640122 -0.92275307  1.23425791  0.217457   -0.04846938],[ 1.19122573  0.13721158 -1.38676774 -1.30419832 -1.56567418 -0.74645368  1.2651815  -1.35894231 -1.55564259  0.99666681 -0.68880071  1.28659271],[-1.37141257 -0.97795946  0.17637348  0.14348856 -0.54506043  1.52019562 -0.04137067  1.19238553  1.42580981 -1.09930405 -1.17267156 -1.27578206  0.80007009 -1.1125792 ],[-0.94071264 -0.4678537  -1.21366521 -0.30790288 -0.00470458 -0.97646481  1.45749343 -0.53690622 -0.2675584   1.35315724  1.04697537 -1.51426768  1.34678574 -1.45684187 -0.44735521  0.89747884],0.8700877119794604,29
graphs/main/nodes_9/depth_3/784.gml,[ 1.32624441 -0.41053548],[ 0.63697359 -1.33348428  0.76004121  0.31282988],[-0.07669824 -0.46758888 -1.17952285 -1.48477529  0.2435061  -0.98996148],[-1.16252025  0.57002882 -1.16645902 -0.83940544 -1.25210677  1.05880367  0.65766405  0.42777186],[-0.22837667 -1.55872526  0.39689743 -0.97239613 -0.27685994 -1.40476658  1.17033694 -1.12394469  0.06035176 -1.4289114 ],[-0.47609421 -0.2603093   0.57354266 -1.51695973 -1.26618905 -0.01008179  1.33773272  1.04981531  1.51258057  1.44170945  0.14937494  0.80217195],[-1.14966502  1.22277973  0.22865591 -1.25789406  0.68414527  0.45723744 -0.12381005 -0.88421975  0.09687893 -0.62256734  0.7358288  -1.43457698 -0.97527518  0.75189172],[ 1.55223179 -1.54670301  0.24277771  0.26149131  1.21568112  1.19081327 -0.41998083  0.46206181 -1.32431463  1.288806   -1.48299897 -0.22547408 -0.18480054 -1.50196435  1.14151096  1.5112933 ],0.7610399317822699,22
graphs/main/nodes_9/depth_3/785.gml,[0.23371518 1.29821375],[ 0.66753345  0.26159128  1.24813122 -1.31805333],[-0.89142285  0.20974506  0.10117605 -0.97919697  0.6288695  -1.4717293 ],[-1.07514943  1.22668903  0.00511436  0.25628654 -1.46554714 -1.26776829  0.09024078 -0.37064594],[-1.11539505 -0.9800416  -1.28276326  0.19603394 -0.03990542 -1.06575029  1.15115695  0.61224075 -0.18151745  1.38256109],[ 1.14915318  0.03240614 -0.24215222  0.14428979 -0.0882274   0.59843782  0.28794581  0.53292683 -0.69070235 -0.61069795  1.25265175  0.88885031],[-1.02162774  1.36649756 -1.03564637  0.18735849 -1.53617839 -0.76048803 -1.27291713 -1.47999895 -1.19634406  0.48849878 -1.07066242  1.01023211  0.48846441  1.40952528],[ 0.32061365  0.70410823 -1.11147066  0.02005824  1.30634318  0.54243832 -1.33123653 -0.48673845  0.99721013  0.63813315  0.10520546 -0.60614266 -0.57004255 -0.91527204 -1.19660013  0.0935401 ],0.8207195589981277,30
graphs/main/nodes_9/depth_3/786.gml,[1.26850672 0.39234041],[-0.94561672  0.53142167  1.47921824  1.48991983],[-0.169073    0.20729272  1.29095558  1.16257224 -1.26323999  0.27872826],[-0.42988052 -0.17092728  1.299278    1.2235431  -0.14202653  1.44920395  0.05928209 -0.20258986],[-0.72052106 -0.41782209  0.88238696  0.88625315 -0.07303188 -0.61313633  0.54171126 -0.9887624  -0.19589877 -0.44658231],[-1.40984428 -0.23959756  1.1100278   0.553967   -0.80513729  1.1670123   0.76009645 -0.79417438  0.620163    0.87204896  0.19387009  1.3439162 ],[-0.43336984  1.33786756 -0.12286462 -0.6389501  -0.32751328  1.4368113  -0.17961035 -0.60589141  0.09695608  0.69595413 -0.77809818 -0.71955148  0.55062764  1.09025075],[ 0.67834885  1.40393591  0.6398774  -0.41800109 -0.91293002 -0.14490087  0.55610031 -1.44288683  0.69364086  0.46601183 -1.55525428 -0.60618839 -0.25780618  0.32861721 -0.69944315  1.40045424],0.6479924375651909,25
graphs/main/nodes_9/depth_3/787.gml,[-0.230019    0.37543058],[-0.26724917 -0.00788674 -0.46977989  0.8720334 ],[ 1.09981557 -1.27985715  0.44454745 -0.85493719  0.87500755  0.71801422],[-0.29236169 -0.42431767 -0.95153747 -0.81235992 -1.34471805  0.57430494  0.54060335  0.90542312],[-1.22174105  1.15302537 -0.06267604 -0.96020746 -0.21521229 -0.58519755  1.29688647  0.0092612   1.40638039 -1.27247858],[ 0.12966345 -0.87154442 -0.54582727 -0.33046481 -0.88240277 -0.58738477  0.32893988 -0.02658824  0.17212867  0.82228575  0.0197852   0.78911462],[-0.84841427 -0.46985993  0.93941305 -0.60253167  1.36878208  0.95479793 -1.27537369 -1.27892686 -0.99503957 -0.18776613 -0.46433453  1.20623915 -0.4117834  -1.51940967],[-0.65017849 -0.49433398  0.50890188  0.76216514  1.4078421  -1.48093196 -1.30670907 -0.17006657 -0.62549099 -0.13048063  0.89739386  1.3679625   0.59937181  1.03752857  1.44429721  0.29848797],0.7798569919904113,26
graphs/main/nodes_9/depth_3/788.gml,[-1.18314462  0.48873993],[-0.29643612  0.75055807  1.55412553 -0.96576908],[ 0.39974675 -0.98336456 -1.2063904   1.34644808 -1.03041607  0.35497789],[ 1.42673817  1.35465361 -0.62421302  0.83806676  0.96105397  0.07268904 -0.39679709  0.16475577],[ 0.23130448  0.60446369  0.56888156 -0.17410337  0.15879225 -1.17698787 -1.29806925  0.97086906  0.46830865 -1.51202838],[ 1.46369773  1.27164424 -1.01729009  0.98290595  1.31811272  1.08932525  0.8451632   1.40759598  0.32948037 -1.47080782  0.88561617  0.92783793],[-1.19527504 -0.22105501 -0.23950278 -0.78385009  0.10961361  0.8842907  -0.99073352  0.58414837  1.04591267  0.57522872  0.61930245  1.51237046 -1.30826013  0.79290896],[ 0.23325366  0.80978611  0.64278516 -1.3993766   0.05371962  0.04878877 -1.26013046  0.67474004  0.26375945 -1.21192    -0.8377841   0.2343244   0.36749284  0.76808211 -0.21857136 -0.82603245],0.7781863895440888,18
graphs/main/nodes_9/depth_3/789.gml,[0.19675054 1.27004786],[1.02768221 1.37907335 0.54023008 0.94382909],[ 0.57992639 -1.17344735  0.34567821  0.25785988  0.99310137 -0.33475496],[-0.50086765  0.62907362  1.21862898 -0.8674597   0.08556573 -1.23576175  1.10238592 -0.64833944],[ 0.08567109  0.11075153 -1.49540596 -0.12002556 -1.00835978  0.96092371  0.28560646  1.12155596 -0.9906006  -0.40424267],[-0.97151501 -1.39328122  1.29828391 -0.48800365 -0.26827159  0.07638627  0.95781847 -0.60772341 -0.1390713   1.33578459  1.00692008  0.32363842],[-1.36997475 -0.46973189  0.13125489 -0.53392658  0.40209802  0.05398072  0.6418104   1.26634953 -0.46665156  0.02182551 -0.21341115  1.41700349  1.08130922  1.09682909],[ 0.5962225  -1.22931622 -1.01698844 -0.12598002  0.60092613  1.55089729 -0.3555128  -0.33111011 -0.67282092  1.03845577  0.74979777  0.74684817 -0.20761228  1.23846925 -1.298123    0.16156838],0.8448604621642888,35
graphs/main/nodes_9/depth_3/790.gml,[ 0.26813363 -0.31281573],[-0.54187992 -0.05601263 -1.49240629 -1.11955108],[-0.97759075  1.13501715 -0.27539873 -0.78437387  1.02248987 -0.46045251],[-0.00969203 -0.95133358 -1.22855711 -0.62011263  0.73465725 -1.32467626 -0.84217915  0.92004498],[ 1.44125385 -1.19731284  1.17016941 -1.43885051  1.11682932 -0.64735434 -1.54778698  0.70626642  0.98558578  0.90597982],[ 0.24430265 -0.64182832 -0.35568004 -0.79175577  0.72446701  1.31527718 -0.68458087 -0.28274002  1.43549182  0.29928178 -0.87893998 -0.33281148],[-0.96213316  1.31667011  0.16073001  1.00757284  0.33985699  1.34925272 -0.69759111 -1.25053231  0.94699769 -0.24388288 -0.76982249 -1.19908566  0.94604677  1.01475789],[-1.24268221e+00 -1.31725667e+00 -1.35211873e+00  1.07413143e+00 -4.22919093e-01  3.96218738e-02  6.81369315e-01 -8.39365157e-01  1.07724496e+00  7.74299454e-01 -1.64248089e-04 -8.39364255e-02 -6.18826365e-01  4.99447084e-01 -4.94720635e-01  1.16898975e+00],0.7844485626967559,25
graphs/main/nodes_9/depth_3/791.gml,[-1.38370941 -0.33325103],[-0.24602128  0.41944408  0.51319571 -0.69027472],[ 0.32853384  0.54984265  1.56211194 -1.14034252 -0.09750147 -0.87339211],[ 1.15558781  1.13944238 -0.24910384  0.30026238  0.90672071 -1.07149696 -0.08665701 -1.46521948],[-0.74636988  0.59864207  1.5033461  -0.97304389 -1.13530467 -0.41502382 -0.28595899  0.51641657 -0.26243712  1.26346317],[ 1.10270325  1.2723048  -0.11360976  1.2440267  -1.45022264  0.70480773  1.14778241 -1.25563094  0.35457658 -0.11138938 -1.03762087 -0.28819215],[-1.14537457 -1.2356689   1.38367299  0.39705864 -0.20072964  0.32670002  0.38058937  0.99145662 -0.54555622  1.55759927  1.46796917  1.03524696  0.55701895  1.23093274],[ 0.14889295 -0.53508902  1.10573322  0.59225009  1.14315389 -1.51463184  0.97264323  0.34548793  0.65009662  0.23661943 -0.67791221 -0.55798077 -1.48245334 -1.44639736 -1.2438726  -1.13728477],0.7941879782054326,35
graphs/main/nodes_9/depth_3/792.gml,[-0.24940973 -1.26155902],[ 0.08628195 -1.21704645  1.06870399 -0.58499293],[-0.92560789 -1.31638969 -0.19350681  1.13110133 -1.04832207  0.89813506],[-0.77087449 -1.36066433 -0.45774082 -1.1134106  -0.03516228  1.47899361 -0.56378877  0.608808  ],[ 1.42415333  1.47079007 -1.24101709 -1.11329296 -0.45432996 -0.45235134 -0.00259558  1.40347658 -1.01627414 -0.04146613],[-1.49888645  0.25565754 -0.20590928 -0.64413279 -0.03277983  0.02781749  1.18522831 -0.26180253  0.53527975 -0.83036716  0.82533014  1.26764761],[ 1.5616126   1.34818174 -0.52701372  0.24221024  0.49369163 -1.04933911 -0.67925452 -0.52044582  0.62017854 -0.84955306 -1.07697588 -1.14714055 -0.3998645   1.5535551 ],[-0.6716239  -1.43389751  1.26398297  0.68365594 -1.54448251 -1.08164877 -0.6286676   1.08158043 -1.24692287  0.82205405 -0.17372086 -0.16066933  1.47440276  0.79389774 -0.74680562  1.10597591],0.7919003167639094,32
graphs/main/nodes_9/depth_3/793.gml,[-1.20868619  0.96699913],[ 0.04196913 -0.22779655 -0.31867495 -0.0408256 ],[-0.69003751  1.45571575 -1.5389086  -1.29017429 -1.38713718  1.45387282],[-1.44858091  0.95641027 -0.43970337  0.93768762  0.78753946 -1.10624035 -1.50083414 -0.70968657],[ 0.96322611 -0.75976635  1.54430452 -0.06238127  0.68968331  1.33840955  0.32665527 -1.33843502 -0.22226254 -1.1974909 ],[ 0.53751371  1.39950243 -1.06106457 -0.78660678 -1.31580735  1.07193772 -1.3132377   0.26954993 -1.08899561 -1.43590011 -1.12298466 -0.41766706],[-0.24782155  1.14678043 -1.39440227  0.07678426  0.13366584  1.39554198  0.57704465  0.35790282  1.21777756  1.29750983 -0.93913154  0.77334267 -0.36382282  1.22761604],[-1.2348277   0.82677618 -1.1269727  -0.6766754  -1.13500415  0.95488754 -0.49865814 -0.48033014 -0.97738287 -0.82808778  0.86700176  1.0157278  -0.11368064 -1.01351977  1.21729693  0.62215767],0.7492878694025992,22
graphs/main/nodes_9/depth_3/794.gml,[-0.07505477 -1.19086459],[-0.35922487  0.29777684 -1.13232832 -0.3203098 ],[-0.94359909 -1.41250249  1.05542104 -0.80531932 -1.54618891  0.13763676],[-0.16780696  0.96699152  0.27897627 -0.12482896  1.29798136 -0.00697896  1.03980223  0.143458  ],[ 1.19841737 -0.1731186   1.1633405   1.22468163 -0.40122027 -0.76022849 -0.91889925  1.06307188 -0.21533606  0.67249881],[ 1.45673989 -1.35115529  0.71799755  1.18592706  1.16348128 -0.12385323  0.46252428  0.4864672   0.71561251  1.41721292  0.68751641 -0.03515124],[ 0.28582356  0.43008275 -0.49315764 -1.50400897 -0.76533162  0.94006853 -0.92730255  0.93155269  0.54819431 -0.23344937 -1.19028114  0.73371848  0.82368375 -0.53779312],[-1.53866941 -0.92672185 -1.26599744  1.34503052 -1.03274988  0.44214836 -0.50442639 -1.10461194 -0.93948329  0.36237789  0.03986632  0.17096071  0.75182014  1.25798423  1.16945663  1.30619122],0.8470893737099935,28
graphs/main/nodes_9/depth_3/795.gml,[1.37344108 0.41786422],[-1.09144446 -0.29097466 -0.67722099  0.91588543],[ 0.95490461 -1.27808988 -0.10886393 -1.28684268  0.31589422 -0.19389983],[-0.93500655 -0.68558012 -0.85592805  0.32384199 -1.42937086  0.25114469  0.03887468 -0.97674774],[ 0.04311395 -0.81562049  0.70544042 -0.00630034  1.19672015 -0.87843715 -0.79494853 -1.35119332 -0.65773264 -1.35259843],[-0.49591037 -1.07848514  1.19427465  0.27164621 -0.88776923  0.306673   -0.28348941 -0.28450668  0.65075012 -0.79317374  1.33125695  0.60463025],[ 0.29993692  1.51077527 -1.52031661 -1.19095685 -0.74177735 -0.41342492  1.31597855  0.25642552 -0.14414654  1.5105941  -0.82744411 -1.37184672  0.61909577 -0.72358277],[ 0.519996   -1.35505917  1.33171815  0.52384971 -0.97014265 -1.56300807  1.4383161   1.46822864  0.89264287  1.17660224  1.38408142 -1.38491534 -0.08799935  0.79840058  1.06706163 -1.03920859],0.8382852189656709,32
graphs/main/nodes_9/depth_3/796.gml,[ 1.35472901 -1.13904107],[-0.71291538  0.87602046 -1.26291735 -0.34083538],[-0.01895944  0.76133001 -0.83402636  1.23753517  1.20623543 -0.09039633],[ 1.15611948 -1.08536341  0.28081627 -0.49529097  0.45176363 -1.17853641 -1.251624    1.01518981],[-1.15961786  0.65853852  0.68921717 -0.63017914  0.34823597  1.11193595  0.1417733  -1.3862414   1.42943775 -1.03021129],[-0.54400015  0.59872005  1.02331801  0.47950976 -0.0912215  -0.59270013  1.02161939  0.07855256  0.90430068  0.65122071  1.35385706 -1.53803276],[ 1.31177249  0.57453768 -1.36316362 -1.15556101  0.02172542 -1.27030645 -1.26909767 -1.54011661 -1.34756197 -0.33479837 -1.365661   -1.21543739  0.51380168  0.83711232],[-0.00424376 -0.11519516  1.03804451  1.17513829  1.36138095 -0.48159965 -1.53044895 -1.06027265 -1.23920641 -1.41910792 -0.85127479 -1.22889495  0.38907956  0.17639118 -0.96829639 -1.1299752 ],0.7866467404550981,31
graphs/main/nodes_9/depth_3/797.gml,[-0.27625777 -1.20462665],[ 1.17528802  0.11641961 -0.9213953  -0.09920865],[-0.57899435 -0.48988252  1.06635656 -0.83291462  1.09915085 -0.83151322],[ 0.51968765 -0.3394958   0.51456704  0.32427008  1.06748215  0.56249708 -1.34622243 -1.51344953],[ 0.74579247  0.86792082 -0.82622646  0.87449163  0.96816071  0.10608555  0.48265326 -0.08375982  0.32820209  0.7332904 ],[ 0.34390595  0.31611551  1.1039094  -0.93781615 -0.23596033 -0.99412665  1.41787003 -0.19501683  0.96439335  0.34298024 -0.61338114 -0.73654623],[-0.18195407  1.51260187 -1.50671118 -0.80435163 -0.62698353  1.48024309 -0.76567352  0.61798859 -0.98051132  0.70274181 -1.10100159 -0.53906707  0.02687387  0.48343665],[ 0.98374099 -1.22856584  0.61019994 -1.21738368  0.23343799 -0.34024328 -0.62671934 -1.08738863 -0.21885816 -0.99162377 -0.09055268  0.04714424 -0.43366756  1.19004006  1.55880003 -0.85604591],0.7857416932951077,25
graphs/main/nodes_9/depth_3/798.gml,[-0.23037829 -1.29346651],[-0.57987254  0.32532238  0.84096351 -0.95931714],[-1.38354866 -0.07011081 -0.85666772 -0.26216738 -0.0181067  -0.10420393],[ 1.43838348  0.47386149  1.480833   -1.54221921 -1.18285517  1.00651926  0.85931096  0.11717812],[-0.81786815 -0.80289755 -0.11960928  0.54102478  1.25609151 -0.80931583  1.48379696 -1.17027605  1.42788055 -0.25817244],[ 0.90618911 -1.19393063 -0.61330285  0.70843661  0.4432667  -1.21477351  1.27829518 -0.10214355 -0.99777317  1.33118745 -1.2652176  -1.13233635],[ 1.26505239 -0.82457812 -0.16124114 -0.72420711  0.54103686 -1.08185109 -0.48232039  1.51010139  1.05191553 -1.06758925  0.05179245 -0.05575001  1.46613005 -1.49779374],[-1.47519474 -0.62610546 -1.54836267  0.04488957 -1.47649725 -0.31410042  0.21359997 -0.95139279  0.47890004  0.36114243 -1.21195861 -0.47160799  1.14507913 -0.52528905  0.84636465 -0.31297857],0.8108073298989311,37
graphs/main/nodes_9/depth_3/799.gml,[ 0.31695849 -0.41380574],[ 0.46955684  0.38081469 -0.69455338 -0.97475101],[-1.49500064 -1.49297099 -0.48257458 -1.22747608  0.7095722  -1.31916944],[ 0.9325362  -1.10612461 -1.35666745  0.80034613 -1.48227327  1.34390592 -1.49804227 -1.46161052],[ 1.43159214 -0.97819554 -0.31370267 -1.06138375 -0.4245028  -1.03325983  1.14661171 -0.59899184 -0.03368725  0.11704368],[ 6.84448083e-02  1.52426130e+00 -8.98898897e-01 -2.60172412e-01 -1.08805560e+00  1.44443831e-01  4.01451928e-01  3.99787417e-01 -1.55534384e+00  1.42831926e+00 -3.01948211e-04  1.10158588e+00],[ 0.78054588  1.01746733  1.16478043  1.17019642 -1.09575618  0.08253227  0.52611472  0.32800442 -0.11791398 -0.66401345  0.64821262 -0.21792459 -0.00704597 -1.48066452],[-6.72435296e-01 -6.88362607e-01 -5.53754236e-01 -9.89639123e-01 -1.57253894e-01 -3.68829625e-01  1.11074773e-01 -6.55675895e-01 -1.33993094e+00  8.48840423e-01  1.37251017e+00 -1.13836436e+00  1.29062105e+00  1.55090086e+00  6.15328639e-01 -9.61315446e-04],0.8039339896450498,24
graphs/main/nodes_9/depth_3/800.gml,[ 0.25693076 -0.36322113],[-0.57569325  0.06216765  0.27871948 -1.38100367],[-0.31305771  1.39412268  1.40172022  1.33080617  1.07402623 -1.30569236],[-0.1977787   0.5911101  -1.00835095  0.70693538  1.24230268  0.06453803  0.47774726  1.29762229],[ 1.08207005  1.2665135   0.29562067 -0.93456804 -0.66063536  1.08515972  0.78419983  0.28502874 -1.45077627  0.753523  ],[ 0.28978461  1.11677834 -0.45709251 -0.62176592  1.08135025 -1.16993554  0.09408178  1.11854406  1.08762925  0.73472559  1.53876194 -1.49428631],[ 0.31145639  0.5654244  -1.17865464 -1.3993833   0.46899656  0.6378359   1.09944171  0.9433773   1.21685842  0.77101978 -0.35054723 -0.71338697  0.17469814  0.7106352 ],[-1.31213506 -0.83899543  1.06635988 -1.42813047 -1.43834397 -0.33694411 -0.38011868 -0.19186573 -0.28244472 -0.92288093  1.01846231 -1.40898821  1.19248063 -1.42343249 -1.38622768  0.74089043],0.8571693201616694,30
graphs/main/nodes_9/depth_3/801.gml,[ 0.20825386 -0.27127406],[ 1.32627335  1.28396176 -1.15410921 -0.11973814],[-1.41539728 -0.39661999 -0.41765138 -0.68878191  0.9272534   0.37105811],[-0.12750453 -0.32905889 -0.06985433  0.041017    0.6256932   0.39656761  0.58951444 -1.4598723 ],[ 0.69048607 -0.80861933  1.3602527   1.34608655 -0.45478192  0.50180076  1.54501685 -1.56059124 -0.69752595 -1.36363338],[-0.43115596  1.22146127  0.3195736  -0.48995406  0.14375603 -1.18597069 -0.81587347  1.30343245  0.90790091 -0.55085059  0.84200832  0.96455743],[ 1.56393612  0.86282537 -1.49743909  0.5038526   1.37368224  0.09655037  1.54937224 -1.12589938  1.46201674 -1.12040804  1.28997039  0.85955598  0.88173893 -1.28126401],[-0.92872305 -0.2993883   0.23912959  1.35290673 -1.23521041 -1.28964354  0.81760653  1.06128954  1.02927613 -1.55762751 -0.91736519  1.24702536  0.41883074  1.19193623 -0.27938108  0.76179524],0.8148092340409872,26
graphs/main/nodes_9/depth_3/802.gml,[ 1.32830262 -0.94459957],[-0.2145817   0.87411547 -1.0342344   1.35433904],[ 0.36626452 -0.0503055  -0.44349081 -1.47171826  0.81412692 -0.16858926],[ 0.86477786 -1.48414095  0.31162799  0.7460784  -0.6856493  -1.39311625  1.22347479 -0.9846639 ],[-0.57436088  0.2426777  -1.37447986  0.32846238 -1.17479448  0.6686681   0.64806576  0.76968675  1.2494609  -1.18928424],[ 0.66407458  0.44065444  0.87936589  0.01025183  0.82491848  0.62920892 -0.51573418 -1.07442047  1.56769912 -1.55757877 -0.45158046 -1.12622531],[-1.55156081  0.76682318  0.6343319  -0.43596716  1.17771907  0.90634439  0.31690695 -1.48603759 -0.21302078 -1.39600343  0.5143718   1.54494993 -1.18933652  0.67092218],[ 0.81519724 -0.8197961  -1.51032185  0.51273179 -1.49969881  0.07098215  0.15240128  0.84512689 -0.19455707  0.65334943  1.51513945  1.37067337  0.16756538 -0.29363574 -0.3756408  -0.55099008],0.8525985812392906,22
